id,text,amount,filename,page,line_num
5792,งาน:  บริหารทั่วไปฝ่ ายรักษาความสะอาด 1870895 บาท,1870895,65036.pdf,35,1
5793,1. งบบุคลากร 5701855 บาท,5701855,65036.pdf,35,2
5794,1.1 เงินเดือน 274305 บาท,274305,65036.pdf,35,3
5795,01101-1 อัตราเดิม 1 อัตรา 256795 บาท,256795,65036.pdf,35,4
5796,01102-1 เงินเลื่อนขั้น 15410 บาท,15410,65036.pdf,35,5
5797,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 2 100 บาท,2100,65036.pdf,35,6
5798,1.2 ค่าจ้างประจํา 3850595 บาท,3850595,65036.pdf,35,7
5799,01201-1 อัตราเดิม 18 อัตรา 3560885 บาท,3560885,65036.pdf,35,8
5800,01202-1 เงินเพิ่มค่าจ้างประจํา 147385 บาท,147385,65036.pdf,35,9
5801,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 86305 บาท,86305,65036.pdf,35,10
5802,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 56020 บาท,56020,65036.pdf,35,11
5803,1.3 ค่าจ้างชั่วคราว 1497600 บาท,1497600,65036.pdf,35,12
5804,02101-1 ค่าจ้างชั่วคราว 10 อัตรา 1094310 บาท,1094310,65036.pdf,35,13
5805,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 153690 บาท,153690,65036.pdf,35,14
5806,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 249600 บาท,249600,65036.pdf,35,15
5807,1.4 ค่าตอบแทน ใช้สอยและวัสดุ| 19355 บาท,19355,65036.pdf,35,16
5808,03217-1 เงินสมทบกองทุนประกันสังคม 74880 บาท,74880,65036.pdf,35,17
5809,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 4475 บาท,4475,65036.pdf,35,18
5810,2. งบดําเป็นงาน 2092510 บาท,2092510,65036.pdf,35,19
5811,2.1 ค่าตอบแทน 1260080 บาท,1260080,65036.pdf,35,21
5812,2.2 ค่าใช้สอย 23800 บาท,23800,65036.pdf,35,23
5813,2.3 ค่าวัสดุ 808630 บาท,808630,65036.pdf,35,26
5814,3. งบลงทุน 6530 บาท,6530,65036.pdf,36,1
5815,05105-1 เครื่องคอมพิวเตอร์ สําหรับงานสํานักงาน (จอแสดงภาพขนาดไม่น้อยกว่า 19 นิ้ว) พร้อมโปรแกรมระบบปฏิบัติการ (OS) แบบ GGWA ที่มีลิขสิทธิ์ถูกต้องตามกฎหมาย 3 เครื่อง 76530 บาท,76530,65036.pdf,36,4
5816,งาน: กวาดทําความสะอ าดที่ และทางสาธารณะ 49032266 บาท,49032266,65036.pdf,37,1
5817,1. งบบุคลากร 421937127 บาท,421937127,65036.pdf,37,2
5818,1.1 เงินเดือน 2029857 บาท,2029857,65036.pdf,37,3
5819,01101-1 อัตราเดิม 5 อัตรา 1900283 บาท,1900283,65036.pdf,37,4
5820,01102-1 เงินเลื่อนขั้น 114034 บาท,114034,65036.pdf,37,5
5821,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 15540 บาท,15540,65036.pdf,37,6
5822,1.2 ค่าจ้างประจํา 28494403 บาท,28494403,65036.pdf,37,7
5823,01201-1 อัตราเดิม 137 อัตรา 26350549 บาท,26350549,65036.pdf,37,8
5824,01202-1 เงินเพิ่มค่าจ้างประจํา 1090649 บาท,1090649,65036.pdf,37,9
5825,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 63865 7 บาท,638657,65036.pdf,37,10
5826,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 414548 บาท,414548,65036.pdf,37,11
5827,1.3 ค่าจ้างชั่วคราว 11082240 บาท,11082240,65036.pdf,37,12
5828,02101-1 ค่าจ้างชั่วคราว 77 อัตรา 8097894 บาท,8097894,65036.pdf,37,13
5829,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 1137306 บาท,1137306,65036.pdf,37,14
5830,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 1847040 บาท,1847040,65036.pdf,37,15
5831,1.4 ค่าตอบแทน ใช้สอยและวัสดุ| 587227 บาท,587227,65036.pdf,37,16
5832,03217-1 เงินสมทบกองทุนประกันสังคม 554 112 บาท,554112,65036.pdf,37,17
5833,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 33115 บาท,33115,65036.pdf,37,18
5834,2. งบดําเป็นงาน 6838540 บาท,6838540,65036.pdf,37,19
5835,2.1 ค่าตอบแทน 3780240 บาท,3780240,65036.pdf,37,21
5836,2.2 ค่าใช้สอย 152180 บาท,152180,65036.pdf,37,23
5837,2.3 ค่าวัสดุ 2906120 บาท,2906120,65036.pdf,37,26
5838,งาน: เก็บขยะมูลฝอยและขนถ่ายสิ่งปฏิกูล 93303468 บาท,93303468,65036.pdf,38,1
5839,1. งบบุคลากร 66291018 บาท,66291018,65036.pdf,38,2
5840,1.1 เงินเดือน 3181938 บาท,3181938,65036.pdf,38,3
5841,01101-1 อัตราเดิม 8 อัตรา 2978822 บาท,2978822,65036.pdf,38,4
5842,01102-1 เงินเลื่อนขั้น 178756 บาท,178756,65036.pdf,38,5
5843,01107-1 เงินค่าตอบแทนรายเดือนของข้าราชการ 24360 บาท,24360,65036.pdf,38,6
5844,1.2 ค่าจ้างประจํา 44666902 บาท,44666902,65036.pdf,38,7
5845,01201-1 อัตราเดิม 215 อัตรา 41306266 บาท,41306266,65036.pdf,38,8
5846,01202-1 เงินเพิ่มค่าจ้างประจํา 1709666 บาท,1709666,65036.pdf,38,9
5847,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 1001138 บาท,1001138,65036.pdf,38,10
5848,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 649832 บาท,649832,65036.pdf,38,11
5849,1.3 ค่าจ้างชั่วคราว 17372160 บาท,17372160,65036.pdf,38,12
5850,02101-1 ค่าจ้างชั่วคราว 121 อัตรา 12693996 บาท,12693996,65036.pdf,38,13
5851,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 1782804 บาท,1782804,65036.pdf,38,14
5852,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 2895360 บาท,2895360,65036.pdf,38,15
5853,1.4 ค่าตอบแทน ใช้สอยและวัสดุ| 1070018 บาท,1070018,65036.pdf,38,16
5854,03217-1 เงินสมทบกองทุนประกันสังคม 868608 บาท,868608,65036.pdf,38,17
5855,03611-1 ค่าเครื่องแต่งกาย 149500 บาท,149500,65036.pdf,38,18
5856,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 51910 บาท,51910,65036.pdf,38,19
5857,2. งบดําเป็นงาน 27012450 บาท,27012450,65036.pdf,38,20
5858,2.1 ค่าตอบแทน 14322480 บาท,14322480,65036.pdf,38,22
5859,2.2 ค่าใช้สอย 607520 บาท,607520,65036.pdf,38,26
5860,2.3 ค่าวัสดุ 12082450 บาท,12082450,65036.pdf,39,1
5861,งาน: ดูแลสวนและพื้นที่สีเขียว 27857600 บาท,27857600,65036.pdf,40,1
5862,1. งบบุคลากร 17645500 บาท,17645500,65036.pdf,40,2
5863,1.1 เงินเดือน 108000 บาท,108000,65036.pdf,40,3
5864,01101-1 อัตราเดิม 2 อัตรา 92000 บาท,92000,65036.pdf,40,4
5865,01102-1 เงินเลื่อนขั้น 5500 บาท,5500,65036.pdf,40,5
5866,01108-1 เงินเพิ่มการครองชีพชั่วคราวของข้าราชการ 8800 บาท,8800,65036.pdf,40,6
5867,01109-1 เงินช่วยเหลือค่าครองชีพของข้าราชการ 1700 บาท,1700,65036.pdf,40,7
5868,1.2 ค่าจ้างประจํา 12045200 บาท,12045200,65036.pdf,40,8
5869,01201-1 อัตราเดิม 56 อัตรา 11380600 บาท,11380600,65036.pdf,40,9
5870,01202-1 เงินเพิ่มค่าจ้างประจํา 443200 บาท,443200,65036.pdf,40,10
5871,01205-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างประจํา 147700 บาท,147700,65036.pdf,40,11
5872,01206-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างประจํา 73700 บาท,73700,65036.pdf,40,12
5873,1.3 ค่าจ้างชั่วคราว 5184000 บาท,5184000,65036.pdf,40,13
5874,02101-1 ค่าจ้างชั่วคราว 36 อัตรา 3779600 บาท,3779600,65036.pdf,40,14
5875,02102-1 เงินเพิ่มการครองชีพชั่วคราวของลูกจ้างชั่วคราว 540400 บาท,540400,65036.pdf,40,15
5876,02103-1 เงินช่วยเหลือค่าครองชีพของลูกจ้างชั่วคราว 864000 บาท,864000,65036.pdf,40,16
5877,1.4 ค่าตอบแทน ใช้สอยและวัสดุ| 308300 บาท,308300,65036.pdf,40,17
5878,03217-1 เงินสมทบกองทุนประกันสังคม 259200 บาท,259200,65036.pdf,40,18
5879,03611-1 ค่าเครื่องแต่งกาย 24700 บาท,24700,65036.pdf,40,19
5880,03128-1 เงินตอบแทนพิเศษของลูกจ้างประจํา 24400 บาท,24400,65036.pdf,40,20
5881,2. งบดําเป็นงาน 8912100 บาท,8912100,65036.pdf,40,21
5882,2.1 ค่าตอบแทน ใช้สอยและวัสดุ 8512100 บาท,8512100,65036.pdf,40,22
5883,2.1.1 ค่าตอบแทน 1017900 บาท,1017900,65036.pdf,40,23
5884,2.1.2 ค่าใช้สอย 1790600 บาท,1790600,65036.pdf,40,25
5885,2.1.3 วัสดุ 5703600 บาท,5703600,65036.pdf,41,1
5886,2.2 ค่าสาธารณูปโภค| 400000 บาท,400000,65036.pdf,41,5
5887,5. งบรายจ่ายอื่น 1300000 บาท,1300000,65036.pdf,41,7
